OBJECTID,DESCRIPTION,ID,ECYHRIAVG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,P5YHRIAGG,ECYPTAPOP,ECYCDOOWCO,ECYCDOOWCO_P,HSTE001,HSTE001_A,P5YHRIMED,ECYHNIMED,P5YHRIAVG,ECYCDOCO,ECYCDOCO_P,ECYHRIAGG,ECYMTN2534,ECYMTN2534_P,P5YTENRENT,P5YTENRENT_P,ECYMTN1524,ECYMTN1524_P,ECYHNIAVG,NAME,CREATED,MODIFIED,CREATOR,EDITOR,REGION,FLAGS,GEOID,GEONAME,GEOLEVEL,HIERARCHY,SYMBOL,SITE_METADATA,P0YTENRENT,P0YTENRENT_P,ECYHRIMED,P5YHNIMED,P0YTENHHD,P5YTENOWN,P5YTENOWN_P,P0YTENOWN,P0YTENOWN_P,ECYTENOWN,ECYTENOWN_P,P5YHNIAVG,ECYCDORECO,ECYCDORECO_P,ECYHNIAGG,P5YHNIAGG,ECYTENHHD,P5YTENHHD,ECYTENRENT,ECYTENRENT_P,OWNERSHIP_PCT_2023,OWNERSHIP_PCT_2028,OWNERSHIP_PCT_2033,OWNERSHIP_DELTA_23_28,OWNERSHIP_DELTA_28_33,OWNERSHIP_DELTA_23_33,RENTAL_PCT_2023,RENTAL_PCT_2028,RENTAL_PCT_2033,RENTAL_DELTA_23_28,RENTAL_DELTA_28_33,RENTAL_DELTA_23_33,TOTAL_HH_DELTA_23_28,TOTAL_HH_DELTA_28_33,TOTAL_HH_DELTA_23_33,INCOME_AVG_CONS_DELTA_23_28,INCOME_MED_CONS_DELTA_23_28,INCOME_AGG_CONS_DELTA_23_28,INCOME_AVG_CURR_DELTA_23_28,INCOME_MED_CURR_DELTA_23_28,INCOME_AGG_CURR_DELTA_23_28,HOT_GROWTH_INDEX,YOUNG_MAINTAINERS_PCT,RENTAL_MARKET_PCT,NEW_HOMEOWNER_INDEX,HOUSING_AFFORDABILITY_INDEX,RELATIVE_INCOME_AVG,RELATIVE_INCOME_MED
26,"G1J (Quebec, QC)",G1J,63017.26,63017.26,15486417.5,18318.282612942763,1753801739027,Synapse54,1753801739027,Synapse54,951098743.86,23904,690,5.06,914919595.04,67086.05,57031.43,61426.76,68691.25,1829,13.41,859430619.54,2797,20.51,10974,79.26,820,6.01,72572.99,,,,,,,,,,,,,,11176,79.76,52097.66,73002.86,14012,2872,20.74,2837,20.25,2895,21.23,87929.26,1138,8.34,989751842.26,1217468123.46,13638,13846,10743,78.77,21.22745270567532,20.74245269391882,20.246931201827007,-0.48500001175649743,-0.4955214920918145,-0.9805215038483119,78.77254729432468,79.25754730608118,79.7602055381102,0.48500001175649743,0.5026582320290203,0.9876582437855177,1.5251503152954977,1.1989022100245559,2.742337586156328,9.003866559732996,9.4702334039571,10.666145961737357,21.159759298879635,18.84536967276151,23.007411704335155,48.576569714079376,26.521484088576035,78.77254729432468,30.10622690280986,35.49232837618666,34.8682369306207,36.42846554453563
27,"G1K (Quebec, QC)",G1K,65005.15,65005.15,9532326.5,27604.32226056824,1753801739027,Synapse54,1753801739027,Synapse54,846982832.86,19311,1332,11.36,816899925.5,69695.41,57757.45,60938.78,71004.3,2757,23.52,761922274.99,3076,26.24,8855,74.23,655,5.59,74862.31,,,,,,,,,,,,,,8998,74.68,52553.37,74164.99,12048,3074,25.77,3050,25.32,3062,26.12,90890.11,1425,12.16,877457654.21,1084192999.71,11721,11929,8659,73.88,26.12405084890368,25.769134043088272,25.315405046480745,-0.35491680581540663,-0.4537289966075271,-0.8086458024229337,73.87594915109632,74.23086595691173,74.68459495351925,0.35491680581540663,0.4537289966075235,0.8086458024229302,1.7745926115519153,0.9975689496185766,2.789864346045559,9.228730339057753,9.902466768544043,11.163941606919996,21.4097053644217,21.704093846315935,23.560720509769748,49.27000684654881,31.831754969712485,73.87594915109632,30.867288208889423,36.27974220017323,35.968161292803565,36.74711356122774
28,"G1L (Quebec, QC)",G1L,63053.72,63053.72,8545974.0,13500.51656374446,1753801739027,Synapse54,1753801739027,Synapse54,927557997.58,22958,521,3.89,896931441.54,66910.22,57173.08,61617.68,68580.23,1573,11.73,845234257.66,3168,23.63,10887,80.5,822,6.13,72614.98,,,,,,,,,,,,,,11053,80.95,52624.9,73453.82,13654,2638,19.5,2601,19.05,2667,19.9,87787.15,1052,7.85,973402790.94,1187334440.26,13405,13525,10738,80.1,19.89556135770235,19.504621072088725,19.049362824080855,-0.39094028561362393,-0.45525824800786907,-0.846198533621493,80.10443864229765,80.49537892791128,80.95063717591916,0.39094028561362393,0.45525824800787973,0.8461985336215037,0.8951883625512868,0.9537892791127541,1.8575158522939201,8.764764394551177,8.642638750857484,9.73975429579846,20.893994600012284,19.208999754615892,21.97771069809749,48.49031884765345,29.765013054830288,80.10443864229765,31.133839526449314,35.65189833574891,34.88841070394075,36.79712978346115
29,"G1M (Quebec, QC)",G1M,78316.54,78316.54,17720734.5,19033.029965482125,1753801739027,Synapse54,1753801739027,Synapse54,938935460.33,22061,1192,11.02,883163070.42,81615.66,65682.91,70630.05,84497.3,2491,23.02,847449046.1,1770,16.36,7699,69.29,432,3.99,90192.21,,,,,,,,,,,,,,7983,70.56,60503.45,83270.39,11314,3413,30.71,3331,29.44,3460,31.97,108162.03,1299,12.0,975953422.62,1201898331.13,10821,11112,7361,68.03,31.97486369097126,30.714542836573074,29.441400035354427,-1.2603208543981879,-1.273142801218647,-2.533463655616835,68.02513630902874,69.28545716342693,70.55859996464558,1.2603208543981879,1.273142801218654,2.533463655616842,2.6892154144718603,1.8178545716342693,4.555956011459199,7.8920238304705626,8.56060274248825,10.795506190139072,19.923915823772354,17.896546866383353,23.151197923302398,45.37458318162249,20.34932076517882,68.02513630902874,25.5609060423926,42.922544320991804,43.33351961520436,42.306081379672975
30,"G1N (Quebec, QC)",G1N,60602.18,60602.18,13120575.0,20830.816804197915,1753801739027,Synapse54,1753801739027,Synapse54,390755844.67,9880,196,3.4,371922529.68,64513.88,56156.35,59467.3,66133.91,631,10.95,349358053.02,1524,26.44,4683,79.25,480,8.33,69791.7,,,,,,,,,,,,,,4815,79.39,50923.72,71854.33,6065,1225,20.73,1250,20.61,1201,20.83,84655.7,435,7.55,402333555.18,500192843.3,5765,5909,4564,79.17,20.8326105810928,20.73108817058724,20.610057708161584,-0.10152241050556299,-0.1210304624256544,-0.2225528729312174,79.16738941890719,79.25198849213064,79.38994229183842,0.08459907322344407,0.13795379970778754,0.2225528729312316,2.4978317432784043,2.640040616009477,5.203816131830009,9.127938961931738,10.275427639614696,11.849674364778448,21.297661469773626,20.829985555086576,24.32292481203034,51.314057551426004,34.76149176062446,79.16738941890719,32.823476570763376,34.36220842368316,33.531943006600464,35.6076065493072
31,"G1P (Quebec, QC)",G1P,76150.82,76150.82,23560383.5,22665.24353657779,1753801739027,Synapse54,1753801739027,Synapse54,679778111.11,16210,278,3.43,670003248.56,82614.46,68643.05,73598.72,82146.06,702,8.66,617591019.27,1324,16.33,4781,57.78,383,4.72,87698.08,,,,,,,,,,,,,,4972,58.74,63536.75,87191.94,8465,3494,42.22,3493,41.26,3518,43.38,105152.29,425,5.24,711240483.21,870160103.45,8110,8275,4592,56.62,43.378545006165226,42.22356495468278,41.264028352037805,-1.1549800514824469,-0.9595366026449739,-2.1145166541274207,56.621454993834774,57.77643504531722,58.735971647962195,1.1549800514824469,0.9595366026449739,2.1145166541274207,2.0345252774352653,2.29607250755287,4.37731196054254,7.872850220128937,8.036766123542678,10.06929989259007,19.90261360339929,18.46937011948034,22.344006561993968,45.85313558546855,21.048088779284836,56.621454993834774,23.40419463561949,43.05194720578878,42.13519969324356,44.42706847460661
32,"G1R (Quebec, QC)",G1R,78454.64,78454.64,6291861.0,12661.880571938687,1753801739027,Synapse54,1753801739027,Synapse54,903027788.61,16463,1485,14.12,867209233.85,82434.34,64132.61,68142.75,85378.31,2986,28.38,825337298.54,2388,22.7,7782,73.57,660,6.27,90351.24,,,,,,,,,,,,,,7841,73.91,58409.37,81726.3,10609,2794,26.42,2769,26.1,2811,26.72,109289.77,1501,14.27,950488722.6,1155934180.68,10520,10577,7708,73.27,26.720532319391637,26.415807885033566,26.10048072391366,-0.3047244343580715,-0.31532716111990666,-0.6200515954779782,73.26996197718631,73.57473763827173,73.90894523517768,0.3047756610854151,0.33420759690595503,0.6389832579913701,0.5418250950570342,0.3025432542308783,0.8460076045627377,8.825061207342227,9.798496371386985,9.41318055144636,20.96100728667365,19.93396216031787,21.614718112385106,48.78532166734372,28.973384030418252,73.26996197718631,29.724945394740278,42.38269085343454,43.40993206982582,40.841829028847606
33,"G1S (Quebec, QC)",G1S,100068.49,100068.49,11216915.28125,15661.567182113036,1753801739027,Synapse54,1753801739027,Synapse54,1594883924.51,27032,3298,22.84,1503441565.15,104116.45,81489.48,86556.6,108297.09,5055,35.01,1444997347.06,2431,16.84,8454,57.4,750,5.19,115242.55,,,,,,,,,,,,,,8618,57.86,74975.88,104041.32,14894,6273,42.6,6277,42.14,6223,43.1,138627.3,1757,12.17,1664111975.9,2041554939.8,14440,14727,8217,56.9,43.09556786703601,42.59523324506009,42.14448771317309,-0.5003346219759166,-0.4507455318870015,-0.9510801538629181,56.90443213296399,57.40476675493991,57.86222639989257,0.5003346219759166,0.4574596449526638,0.9577942669285804,1.987534626038781,1.133971616758335,3.14404432132964,8.222968089155728,8.687593930207942,10.372792569824446,20.2917672335435,20.200331343883654,22.68134412624894,48.96307238433335,22.029085872576175,56.90443213296399,23.981109980759513,54.191766865460266,55.36914519307009,52.42569937404554
34,"G1T (Quebec, QC)",G1T,167013.27,167013.27,7077771.5,17602.81541790566,1753801739027,Synapse54,1753801739027,Synapse54,530953747.17,7118,440,15.14,521711570.99,179529.1,122843.18,134909.59,177610.73,547,18.82,485337914.57,256,8.81,669,22.38,55,1.89,192338.61,,,,,,,,,,,,,,709,23.06,117311.26,157251.62,3075,2320,77.62,2366,76.94,2282,78.53,227353.26,107,3.68,558932954.15,679655258.11,2906,2989,624,21.47,78.5271851342051,77.61793241886919,76.9430894308943,-0.90925271533591,-0.6748429879748841,-1.584095703310794,21.472814865794906,22.382067581130812,23.05691056910569,0.9092527153359065,0.674842987974877,1.5840957033107834,2.856159669649002,2.8772164603546337,5.815554026152787,6.34528022833157,4.715591666136736,9.398777888682933,18.20469119538715,16.560742642535644,21.59870930201084,47.83736245144528,10.701995870612526,21.472814865794906,12.212260209237634,88.25753474652205,92.41052798737562,82.02804488524168
35,"G1V (Quebec, QC)",G1V,69435.51,69435.51,15730102.0,17979.112647239195,1753801739027,Synapse54,1753801739027,Synapse54,1017705880.29,25142,1483,11.32,995597469.54,75965.01,61066.63,64613.32,75323.57,3747,28.59,910028970.5,3264,24.9,10306,76.28,2100,16.02,79964.49,,,,,,,,,,,,,,10689,77.79,55962.69,77867.31,13741,3205,23.72,3052,22.21,3328,25.39,96419.06,2264,17.27,1048022760.22,1302729581.25,13106,13511,9778,74.61,25.392949793987484,23.721412182665976,22.210901681100356,-1.671537611321508,-1.5105105015656193,-3.182048112887127,74.60705020601252,76.27858781733401,77.78909831889965,1.6715376113214973,1.5105105015656335,3.1820481128871307,3.0901877002899436,1.7023166308933462,4.845109110331146,8.479897389678586,9.120254941283191,11.832250761295953,20.577346269575397,20.512782813203216,24.30355815712744,43.86412253529133,40.927819319395695,74.60705020601252,33.35037549658572,38.70413156465865,38.41953480805866,39.13102669955864
36,"G1W (Quebec, QC)",G1W,113690.46,113690.46,17198639.5,21801.94208985731,1753801739027,Synapse54,1753801739027,Synapse54,1385617398.66,24811,1771,15.9,1341028548.1,120422.82,87725.97,93656.62,123133.56,2583,23.2,1266057673.52,1841,16.53,5265,46.79,496,4.45,130930.11,,,,,,,,,,,,,,5424,47.62,81698.12,112367.54,11390,5988,53.21,5965,52.37,6042,54.26,157618.95,811,7.28,1458038480.74,1773680204.18,11136,11253,5094,45.74,54.25646551724138,53.212476672887234,52.37050043898156,-1.0439888443541463,-0.841976233905676,-1.8859650782598223,45.74353448275862,46.787523327112766,47.62071992976295,1.0439888443541463,0.8331966026501831,1.8771854470043294,1.050646551724138,1.2174531236114814,2.280890804597701,8.305973957709373,7.378199155623172,9.443465936870798,20.384035421645955,19.978214033348628,21.648380863020982,45.711068701830776,20.985991379310345,45.74353448275862,21.27003428847707,60.594258574415875,62.90635130805838,57.126119473952116
37,"G1X (Quebec, QC)",G1X,100410.58,100410.58,27103326.0,27337.079999136095,1753801739027,Synapse54,1753801739027,Synapse54,1487812988.18,27824,1695,12.45,1442771061.26,105938.11,76449.18,81535.63,106906.24,2976,21.85,1367488667.58,2222,16.32,7464,53.63,758,5.57,115636.51,,,,,,,,,,,,,,7728,54.76,71506.8,97493.98,14113,6453,46.37,6385,45.24,6500,47.73,136846.93,1281,9.41,1574850135.97,1904497191.78,13619,13917,7119,52.27,47.72743960643219,46.36775167061867,45.24197548359668,-1.3596879358135254,-1.1257761870219838,-2.485464122835509,52.272560393567815,53.632248329381326,54.75802451640332,1.3596879358135112,1.125776187021991,2.485464122835502,2.1881195388795063,1.4083495006107638,3.6272854100888465,6.469099172617073,6.911762237996931,8.79892634232459,18.34232112331996,19.572240994519806,20.931963510734935,44.97055148872172,21.881195388795067,52.272560393567815,22.100803034073035,53.3350567172966,55.55842786216101,50.0
38,"G1Y (Quebec, QC)",G1Y,134218.73,134218.73,14262450.5,17939.63034370007,1753801739027,Synapse54,1753801739027,Synapse54,845639047.8,13281,446,7.73,815193348.27,141207.92,114583.5,124559.54,143254.72,595,10.31,774857269.8,514,8.9,1191,20.18,48,0.83,154571.22,,,,,,,,,,,,,,1287,21.38,107647.71,146541.43,6019,4712,79.82,4732,78.62,4696,81.34,183375.33,149,2.58,892354068.92,1082472867.65,5773,5903,1077,18.66,81.34418846353717,79.82381839742504,78.61771058315334,-1.5203700661121218,-1.2061078142717037,-2.7264778803838254,18.655811536462842,20.17618160257496,21.382289416846653,1.5203700661121182,1.206107814271693,2.7264778803838112,2.25186211675039,1.9651024902591903,4.261216005543045,6.732286917034597,6.443044631418535,9.134814985767589,18.63484677160469,17.647696836388445,21.305309781362624,44.33547824415499,9.734973150874762,18.655811536462842,11.7597953464154,74.66732377394877,74.26489946035433,75.2709602443404
39,"G2A (Quebec, QC)",G2A,98210.89,98210.89,47271562.5,46123.605864486206,1753801739027,Synapse54,1753801739027,Synapse54,915726387.14,18993,456,5.41,882988372.13,104731.16,86814.31,93662.12,105909.02,808,9.58,827996197.94,1190,14.11,2747,31.77,271,3.21,113103.26,,,,,,,,,,,,,,2932,33.16,81490.59,110902.46,8843,5738,66.37,5702,64.48,5761,68.33,135570.43,352,4.18,953550808.72,1172189211.02,8431,8646,2547,30.21,68.33115881864548,66.36594957205644,64.48037996155152,-1.9652092465890405,-1.8855696105049162,-3.8507788570939567,30.209939508955046,31.771917649780246,33.156168721022276,1.5619781408252003,1.38425107124203,2.94622921206723,2.550112679397462,2.2785102937774693,4.886727553077927,7.838367007976411,6.532926071586917,10.595482131230415,19.86429922532737,18.406950429907003,22.928867586352265,42.05693856644676,17.32890523069624,30.209939508955046,16.767916667132305,55.39719010926338,54.34131191497579,56.98100740069475
40,"G2B (Quebec, QC)",G2B,93717.05,93717.05,24328924.5,22475.77399457994,1753801739027,Synapse54,1753801739027,Synapse54,1168877335.69,25234,655,5.74,1146134156.99,100520.45,82021.76,88538.6,100767.84,1068,9.37,1068526262.85,1587,13.92,4969,42.84,361,3.17,107928.0,,,,,,,,,,,,,,5211,44.19,76877.57,104925.93,11793,6631,57.16,6582,55.81,6690,58.67,128989.37,413,3.62,1230554058.85,1496238856.0,11402,11600,4712,41.33,58.67391685669181,57.16379310344828,55.812770287458655,-1.5101237532435334,-1.351022815989623,-2.8611465692331564,41.32608314330819,42.83620689655173,44.18722971254134,1.5101237532435405,1.3510228159896087,2.8611465692331493,1.736537449570251,1.6637931034482758,3.4292229433432726,7.523486921536682,6.691405568620324,9.391540136069388,19.514278037209987,18.508684347843747,21.590664403503958,43.69245525715695,17.084721978600246,41.32608314330819,18.826183147423595,52.615058896734354,51.85481412296927,53.75542605738196
41,"G2C (Quebec, QC)",G2C,100409.46,100409.46,18432837.5,23131.360190110616,1753801739027,Synapse54,1753801739027,Synapse54,686379597.45,13252,1102,17.69,659633246.31,105880.14,86027.47,92937.23,107536.49,2047,32.86,625551582.76,860,13.8,3008,47.13,151,2.42,115635.21,,,,,,,,,,,,,,3158,48.48,80860.72,110140.85,6514,3375,52.87,3356,51.52,3389,54.4,137653.69,945,15.17,720408160.27,878610434.4,6230,6383,2841,45.6,54.39807383627608,52.874823750587495,51.519803500153515,-1.5232500856885878,-1.3550202504339808,-2.8782703361225686,45.60192616372392,47.125176249412505,48.480196499846485,1.5232500856885878,1.3550202504339808,2.8782703361225686,2.4558587479935796,2.052326492245026,4.558587479935794,7.097966665690661,6.38969081650522,9.723900692828623,19.041328328975226,18.51101006561096,21.960089134846523,44.18129078163931,16.227929373996787,45.60192616372392,19.223010249904018,55.950917193686955,55.55780815217422,56.54058075595607
42,"G2E (Quebec, QC)",G2E,101547.44,101547.44,27707972.5,23903.30796073271,1753801739027,Synapse54,1753801739027,Synapse54,1060239384.46,21849,406,4.21,1055939924.41,109548.7,89484.81,96698.91,108309.83,661,6.86,978797755.4,1127,11.69,2778,28.38,127,1.32,116945.75,,,,,,,,,,,,,,2926,29.43,84526.0,114174.58,9941,7011,71.62,7016,70.58,7030,72.93,138643.61,254,2.64,1127219416.65,1357175227.22,9639,9789,2609,27.07,72.93287685444548,71.62120747778118,70.57640076451062,-1.3116693766642982,-1.0448067132705603,-2.3564760899348585,27.06712314555452,28.378792522218816,29.433658585655365,1.3116693766642982,1.054866063436549,2.366535440100847,1.556178026766262,1.5527633057513537,3.1331050938894074,6.659340698298252,5.866609090693984,8.320577832416234,18.553782416205795,18.072251279771404,20.400270539466838,44.8145946193746,13.00964830376595,27.06712314555452,14.311245985935308,57.35386797041783,56.18746669750462,59.10346987978765
43,"G2G (Quebec, QC)",G2G,104192.0,104192.0,101799470.5,45275.85044604026,1753801739027,Synapse54,1753801739027,Synapse54,555552563.9,10863,529,10.94,549811194.58,113714.83,94198.51,102498.49,112070.08,690,14.27,503768937.93,597,12.35,1033,20.84,97,2.01,119991.33,,,,,,,,,,,,,,1151,22.51,88626.89,120730.01,5113,3925,79.18,3962,77.49,3916,80.99,143456.98,160,3.31,580158797.05,711143340.08,4835,4957,919,19.01,80.99276111685626,79.18095622352229,77.48875415607276,-1.8118048933339708,-1.6922020674495286,-3.5040069607834994,19.007238883143742,20.83921726850918,22.511245843927245,1.8319783853654386,1.6720285754180644,3.504006960783503,2.5232678386763183,3.1470647569094212,5.749741468459152,7.561117936117938,6.286602181346988,10.27924154728163,19.5561212630946,17.787110814998336,22.57736049096079,42.60455072174918,14.353671147880043,19.007238883143742,13.496181224882587,59.37882182795818,57.65073477131871,61.97095241291737
44,"G2J (Quebec, QC)",G2J,80762.4,80762.4,5412144.5,9862.14108739791,1753801739027,Synapse54,1753801739027,Synapse54,156504613.84,3320,448,25.3,157884031.99,89099.34,70520.72,75387.06,86110.47,810,45.74,143062274.21,233,13.16,1105,60.81,75,4.23,93008.94,,,,,,,,,,,,,,1173,63.54,65335.16,90013.72,1846,713,39.24,672,36.4,757,42.74,110227.0,361,20.38,164755765.32,200336063.69,1771,1817,1014,57.26,42.7442123094297,39.24050632911392,36.403033586132175,-3.503705980315779,-2.8374727429817455,-6.341178723297524,57.2557876905703,60.814529444138685,63.54279523293608,3.558741753568384,2.728265788797394,6.287007542365778,2.5974025974025974,1.5960374243258117,4.234895539243365,6.621980030311144,7.936859724534228,9.396145632543272,18.512263444782832,19.40208306306149,21.595783492549412,34.84478519612272,17.391304347826086,57.2557876905703,21.96031332392167,45.08593799852726,44.686844497611624,45.68457824990071
45,"G2K (Quebec, QC)",G2K,101935.98,101935.98,30349819.5,31745.12588440936,1753801739027,Synapse54,1753801739027,Synapse54,819561959.1,15044,1763,24.23,786291991.26,108066.52,89125.93,96170.63,108761.9,2943,40.45,741705393.15,900,12.37,3341,44.34,157,2.16,117393.22,,,,,,,,,,,,,,3565,46.44,83630.43,113897.04,7677,4195,55.67,4112,53.56,4228,58.11,139222.29,1181,16.23,854175151.09,1049092501.57,7276,7535,3048,41.89,58.108851017042326,55.67352355673524,53.56258955321089,-2.435327460307086,-2.110934003524349,-4.546261463831435,41.891148982957674,44.33974784339748,46.437410446789116,2.448598860439809,2.0976626033916332,4.546261463831442,3.559648158328752,1.8845388188453882,5.511269928532161,6.696281332656044,6.571172717873148,10.496966405939911,18.594830263621702,18.432249014070084,22.819365586937167,40.523100315600296,14.527212754260582,41.891148982957674,17.850550336625147,57.232373122384814,56.40245073167276,58.4772567084529
46,"G2L (Quebec, QC)",G2L,105180.6,105180.6,25127554.5,22805.96660133188,1753801739027,Synapse54,1753801739027,Synapse54,790081576.48,14821,1350,19.79,762310376.77,111775.72,83700.46,89669.93,113437.61,1905,27.93,717310700.26,593,8.7,2085,29.94,89,1.3,121129.84,,,,,,,,,,,,,,2190,31.01,78303.9,107227.89,7063,4880,70.06,4873,68.99,4870,71.41,145207.51,555,8.14,826081327.47,1011355698.34,6820,6965,1950,28.59,71.40762463343108,70.06460875807609,68.99334560385105,-1.3430158753549932,-1.0712631542250364,-2.4142790295800296,28.592375366568916,29.935391241923902,31.006654396148946,1.3430158753549861,1.0712631542250435,2.4142790295800296,2.126099706744868,1.407035175879397,3.563049853372434,7.85031650323348,6.891815094778182,10.144958968773663,19.87757104277527,19.580655410347713,22.428102985626246,45.08724687670485,10.0,28.592375366568916,14.303946294593498,56.819749607105074,58.19773949716067,54.75276477202168
47,"G2M (Quebec, QC)",G2M,120562.37,120562.37,44779584.0,34604.08492657024,1753801739027,Synapse54,1753801739027,Synapse54,330022637.51,6031,263,10.63,327834330.71,132458.32,105596.24,113392.04,130365.11,351,14.18,298396814.59,277,11.19,505,19.94,55,2.22,138844.05,,,,,,,,,,,,,,547,21.19,98878.01,135964.61,2581,2027,80.06,2034,78.81,2022,81.7,166875.8,89,3.6,343644722.75,422450396.24,2475,2532,454,18.34,81.6969696969697,80.05529225908373,78.80666408368849,-1.6416774378859742,-1.2486281753952397,-2.890305613281214,18.343434343434343,19.94470774091627,21.193335916311508,1.601273397481929,1.2486281753952362,2.8499015728771653,2.3030303030303028,1.9352290679304898,4.282828282828283,8.130845470274021,6.794463197631112,10.598579265483847,20.189377938773756,19.906661878558666,22.93231010776522,43.924867733655866,13.414141414141415,18.343434343434343,13.366674557444828,67.68075339411878,66.70866492889658,69.13888609195209
48,"G2N (Quebec, QC)",G2N,101415.18,101415.18,31035228.5,31796.238354131285,1753801739027,Synapse54,1753801739027,Synapse54,405459732.89,8732,246,6.8,411865070.38,113869.25,100482.06,107311.98,109366.72,323,8.93,366852755.03,518,14.32,733,19.77,125,3.46,116793.44,,,,,,,,,,,,,,785,20.84,93235.96,129108.94,3767,2975,80.25,2982,79.16,2949,81.53,139996.51,77,2.13,422481096.08,519014774.56,3617,3707,668,18.47,81.53165606856511,80.25357431885621,79.1611361826387,-1.2780817497089032,-1.0924381362175097,-2.370519885926413,18.46834393143489,19.773401672511465,20.838863817361293,1.305057741076574,1.0654621448498283,2.3705198859264023,2.4882499308819463,1.6185594820609657,4.1470832181365775,7.840581656513362,7.77178676553552,10.523834789476465,19.866757927500043,20.311767614389378,22.849230267505423,45.507313495646756,17.777163395078794,18.46834393143489,14.74071584006862,59.746080065146685,56.11428558781428,65.19377178114529
