OBJECTID,ID,2021 Period of Construction - 1961 to 1980 (Census),2021 Period of Construction - 1961 to 1980 (Census) (%),2021 Period of Construction - 1981 to 1990 (Census),2021 Period of Construction - 1981 to 1990 (Census) (%),2021 Period of Construction - 1991 to 2000 (Census),2021 Period of Construction - 1991 to 2000 (Census) (%),2021 Period of Construction - 2001 to 2005 (Census),2021 Period of Construction - 2001 to 2005 (Census) (%),2021 Period of Construction - 2006 to 2010 (Census),2021 Period of Construction - 2006 to 2010 (Census) (%),2021 Period of Construction - 2011 to 2016 (Census),2021 Period of Construction - 2011 to 2016 (Census) (%),2021 Period of Construction - 2016 to 2021 (Census),2021 Period of Construction - 2016 to 2021 (Census) (%),2021 Period of Construction - 1960 or Before (Census),2021 Period of Construction - 1960 or Before (Census) (%),2021 Housing: Apartment or Flat in Duplex (Census),2021 Housing: Apartment or Flat in Duplex (Census) (%),2021-2022 Total Population % Change,2022-2023 Current$ Household Average Income % Change,2022-2023 Total Population % Change,2023-2024 Current$ Household Average Income % Change,2023-2024 Total Population % Change,2024 Condominium Charges (Shelter),2024 Condominium Charges (Shelter) (Avg),2024 Condominium Status - In Condo,2024 Condominium Status - In Condo (%),2024 Condominium Status - Not In Condo,2024 Condominium Status - Not In Condo (%),2024 Condominium Status - Total Households,2024 Female Household Population,2024 Female Household Population (%),2024 Financial Services,2024 Financial Services (Avg),2024 Household Aggregate Income (Current Year $),2024 Household Average Income (Current Year $),2024 Household Median Income (Current Year $),2024 Household Type - Total Households,2024 Household Discretionary Aggregate Income,2024 Household Disposable Aggregate Income,2024 Household Aggregate Income,2024 Labour Force - Labour Employment Rate,2024 Labour Force - Labour Participation Rate,2024 Labour Force - Labour Unemployment Rate,2024 Maintainers - 25 to 34,2024 Maintainers - 25 to 34 (%),2024 Maintainers - 35 to 44,2024 Maintainers - 35 to 44 (%),2024 Maintainers - 45 to 54,2024 Maintainers - 45 to 54 (%),2024 Maintainers - 55 to 64,2024 Maintainers - 55 to 64 (%),2024 Maintainers - Median Age,2024 Male Household Population,2024 Male Household Population (%),2024 Pop 15+: Divorced,2024 Pop 15+: Divorced (%),2024 Pop 15+: Living Common Law,2024 Pop 15+: Living Common Law (%),2024 Pop 15+: Married (And Not Separated),2024 Pop 15+: Married (And Not Separated) (%),2024 Pop 15+: Married or Living Common-Law,2024 Pop 15+: Married or Living Common-Law (%),2024 Pop 15+: Not Married or Common-Law,2024 Pop 15+: Not Married or Common-Law (%),2024 Pop 15+: Separated,2024 Pop 15+: Separated (%),2024 Pop 15+: Single (Never Legally Married),2024 Pop 15+: Single (Never Legally Married) (%),2024 Pop 15+: Widowed,2024 Pop 15+: Widowed (%),2024 Property Taxes (Shelter),2024 Property Taxes (Shelter) (Avg),2024 Regular Mortgage Payments (Shelter),2024 Regular Mortgage Payments (Shelter) (Avg),"2024 Structure Type Apartment, Building Five or More Story","2024 Structure Type Apartment, Building Five or More Story (%)","2024 Structure Type Apartment, Building Fewer Than Five Story","2024 Structure Type Apartment, Building Fewer Than Five Story (%)",2024 Structure Type Movable Dwelling,2024 Structure Type Movable Dwelling (%),2024 Structure Type Other Single-Attached House,2024 Structure Type Other Single-Attached House (%),2024 Structure Type Row House,2024 Structure Type Row House (%),2024 Structure Type Semi-Detached House,2024 Structure Type Semi-Detached House (%),2024 Structure Type Single-Detached House,2024 Structure Type Single-Detached House (%),"2024 Service Charges for Banks, Other Financial Institutions","2024 Service Charges for Banks, Other Financial Institutions (Avg)",2024 Tenure: Band Housing,2024 Tenure: Band Housing (%),2024 Tenure: Owned,2024 Tenure: Owned (%),2024 Tenure: Rented,2024 Tenure: Rented (%),2024 Tenure: Total Households,2024 Total Population,2024 Visible Minority Arab,2024 Visible Minority Arab (%),2024 Visible Minority Black,2024 Visible Minority Black (%),2024 Visible Minority Chinese,2024 Visible Minority Chinese (%),2024 Visible Minority Filipino,2024 Visible Minority Filipino (%),2024 Visible Minority Japanese,2024 Visible Minority Japanese (%),2024 Visible Minority Korean,2024 Visible Minority Korean (%),2024 Visible Minority Latin American,2024 Visible Minority Latin American (%),2024 Visible Minority South Asian,2024 Visible Minority South Asian (%),2024 Visible Minority Southeast Asian,2024 Visible Minority Southeast Asian (%),2024 Visible Minority Total Population,2024 Visible Minority Total Population (%),2024 Visible Minority West Asian,2024 Visible Minority West Asian (%),2024-2025 Current$ Household Average Income % Change,2024-2025 Total Population % Change,2025-2026 Current$ Household Average Income % Change,2025-2026 Total Population % Change,2026-2027 Current$ Household Average Income % Change,2026-2027 Total Population % Change,FREQUENCY,SUM_FUNDED,CONVERSION_RATE,Shape__Area,Shape__Length
1221,A1L,2776,31.5,164,1.86,732,8.31,1028,11.66,1179,13.38,1154,13.09,1840,20.88,1868,21.2,848,9.62,2.8,3.7,2.8,0.6,1.9,1647545.46,170.47,153,1.58,9512,98.42,9665,12842,50.51,6269200.01,648.65,1395058534.25,1395035456.43,144341.47,728461182.59,1015018308.41,127041.66,9665,93,73.1,7,1839,19.03,2261,23.39,2086,21.58,1544,15.98,46.3,12580,49.48,883,4.22,2583,12.36,11015,52.7,13598,65.05,7305,34.95,430,2.06,5248,25.11,744,3.56,15983682.66,1653.77,86364717.32,8935.82,2396292.73,247.94,70,0.72,0,0,0,0,5,0.05,73,0.76,146,1.51,6289,65.07,0,0,7454,77.12,2211,22.88,9665,25595,51,0.2,95,0.37,60,0.24,69,0.27,0,0,0,0,25,0.1,127,0.5,0,0,445,1.75,18,0.07,1.6,1.4,2.8,1.3,3.3,0.4,85,12,14.1176470588235,74664200,48958.8130149446
29,A1M,344,10.81,275,8.64,637,20.01,525,16.49,466,14.64,273,8.58,361,11.34,441,13.85,205,6.44,2.2,3.1,2,0.1,1.2,194936.76,56.87,28,0.82,3400,99.18,3428,4500,49.13,2408180.39,702.5,510414393.91,510551483.35,148918.29,268974691.89,366093450.42,124129.53,3428,92.4,66.6,7.6,391,11.41,633,18.47,734,21.41,723,21.09,53.5,4660,50.87,352,4.57,800,10.39,4302,55.87,5102,66.26,2598,33.74,141,1.83,1745,22.66,361,4.69,5782400.18,1686.81,26394470.64,7699.67,908527.14,265.03,25,0.73,0,0,6,0.18,0,0,5,0.15,44,1.28,2951,86.09,0,0,2899,84.57,530,15.46,3428,9161,1,0.01,25,0.27,99,1.08,0,0,24,0.26,37,0.4,1,0.01,82,0.9,0,0,269,2.94,0,0,1.2,0.7,2.4,0.7,2.9,0.4,33,1,3.03030303030303,132155634,68309.1828125395
1005,A1N,3400,34.43,668,6.76,3775,38.23,2200,22.28,1746,17.68,416,4.21,324,3.28,430,4.35,316,3.2,0.9,3.7,0.9,0.6,0.1,2070249.17,197.58,456,4.35,10022,95.65,10478,11960,51.17,6148868.51,586.84,1180426905.83,1181093425.28,112722.42,662588111.17,896422915.15,93841.01,10478,92,61.7,8,1394,13.3,1691,16.14,1662,15.86,2201,21.01,56.2,11414,48.83,1188,5.76,2181,10.58,10085,48.92,12266,59.5,8351,40.51,440,2.13,5375,26.07,1348,6.54,14446107.38,1378.71,54137935.02,5166.82,2224881.64,212.34,370,3.53,0,0,0,0,12,0.11,973,9.29,789,7.53,4739,45.23,0,0,7354,70.19,3124,29.81,10478,23492,0,0,145,0.62,104,0.44,155,0.66,0,0,13,0.06,83,0.36,70,0.3,37,0.16,607,2.6,0,0,1.6,-0.4,2.8,-0.4,3.2,0.3,80,8,10,35838816,35228.3379464398
1652,A1S,508,20.39,181,7.26,749,30.06,513,20.59,368,14.77,157,6.3,178,7.14,230,9.23,117,4.7,1,3.7,1.2,0.4,0.1,292363,112.84,29,1.12,2562,98.88,2591,3328,50.23,1699409.57,655.89,335599971.45,336004819.01,129686.17,190058336.02,254849253.15,106986.29,2591,90.4,63.4,9.6,260,10.03,406,15.67,475,18.33,627,24.2,56.4,3299,49.79,269,4.66,518,8.98,2939,50.94,3458,59.93,2313,40.09,104,1.8,1588,27.52,351,6.08,4049828.64,1563.04,16188925.77,6248.14,640426.9,247.17,16,0.62,0,0,94,3.63,5,0.19,37,1.43,64,2.47,1843,71.13,0,0,2100,81.05,491,18.95,2591,6655,0,0,2,0.03,25,0.38,28,0.42,0,0,0,0,0,0,27,0.41,0,0,82,1.24,0,0,1.4,0.6,2.6,0.6,3.2,0.3,27,3,11.1111111111111,372574358,140181.457056669
1340,A1V,471,9.29,909,17.94,1714,33.82,520,10.26,466,9.19,217,4.28,431,8.5,517,10.2,294,5.8,1.4,3.7,1,0.8,0.7,192033.47,35.61,158,2.93,5234,97.07,5392,6231,50.82,3207132.5,594.79,570604239.83,570586396.98,105823.02,325598156.42,436657904.47,82123.92,5392,87.2,59,12.8,795,14.74,849,15.75,1035,19.2,1002,18.58,53.1,6030,49.18,538,5.12,1111,10.58,5376,51.2,6487,61.79,4012,38.21,231,2.2,2430,23.15,813,7.74,5072035.98,940.66,22969130.8,4259.85,1006548.9,186.67,625,11.59,22,0.41,7,0.13,0,0,294,5.45,371,6.88,3571,66.23,0,0,3344,62.02,2048,37.98,5392,12625,45,0.37,80,0.65,12,0.1,50,0.41,0,0,25,0.2,1,0.01,94,0.77,14,0.11,362,2.95,0,0,1.4,0.1,2.7,0.2,3.1,-0.2,29,1,3.44827586206897,253111638,86469.552565945
336,A1W,968,21.78,323,7.27,924,20.79,829,18.65,901,20.27,431,9.7,479,10.78,331,7.45,226,5.08,1.9,3.6,1.9,0.7,1,472872.79,99.97,91,1.92,4639,98.08,4730,6121,50.52,3161285.76,668.35,653802929.41,653853493.74,138236.74,355452299.57,481679350.98,113041.03,4730,90.7,64.4,9.3,633,13.38,820,17.34,921,19.47,1020,21.56,54.3,5994,49.48,497,4.79,1030,9.92,5582,53.78,6612,63.71,3768,36.3,227,2.19,2516,24.24,527,5.08,7766630.08,1641.99,33777019.31,7141.02,1193819.47,252.39,54,1.14,0,0,0,0,7,0.15,60,1.27,42,0.89,3526,74.55,0,0,3954,83.59,776,16.41,4730,12132,0,0,72,0.59,14,0.12,30,0.25,0,0,0,0,19,0.16,17,0.14,0,0,159,1.31,0,0,1.8,0.7,2.8,0.8,3.1,0.3,37,3,8.10810810810811,47785088,40116.3379464398
314,A1X,1125,17.97,458,7.32,1241,19.82,967,15.44,801,12.79,538,8.59,865,13.82,818,13.07,573,9.15,2.3,3.8,2.2,0.7,1.4,593420.44,88.04,66,0.98,6674,99.02,6740,8568,50.22,3572930.87,530.11,797922012.72,799749123.64,118654.68,441196982.77,604810742.6,104733.86,6740,90.9,65.1,9.1,1110,16.47,1294,19.2,1324,19.64,1200,17.8,51.3,8492,49.78,722,5.02,1851,12.87,7155,49.74,9006,62.6,5380,37.4,321,2.23,3465,24.09,872,6.06,9452914.98,1402.51,44764891.16,6641.68,1499892.44,222.54,134,1.99,5,0.07,6,0.09,14,0.21,68,1.01,94,1.39,5207,77.26,0,0,5423,80.46,1317,19.54,6740,17460,0,0,37,0.22,40,0.23,25,0.15,0,0,0,0,18,0.11,56,0.33,0,0,183,1.07,0,0,1.6,0.8,2.8,0.8,3.2,0.4,34,0,0,81383978,54143.3199346044
637,A1Y,20,0.89,434,19.24,788,34.93,290,12.85,255,11.3,148,6.56,87,3.86,152,6.74,103,4.57,0.2,3.3,0.5,0.5,-0.7,82952.01,36.98,54,2.41,2189,97.59,2243,2606,52.63,927808.19,413.65,179459786.58,179441813.52,80003.12,103644419.83,141322172.16,57814.19,2243,85.6,48.9,14.4,202,9.01,268,11.95,304,13.55,477,21.27,61.3,2347,47.39,235,5.39,309,7.09,2176,49.93,2484,57,1874,43,111,2.55,1033,23.7,495,11.36,2036826.37,908.08,6797676.88,3030.62,378081.75,168.56,151,6.73,0,0,4,0.18,0,0,86,3.83,58,2.59,1929,86,0,0,1637,72.98,606,27.02,2243,5154,0,0,30,0.61,0,0,0,0,0,0,0,0,0,0,34,0.69,31,0.63,135,2.73,0,0,1.4,-0.5,2.6,-0.6,3,0.2,11,0,0,316576208,175460.667547848
157,A2A,443,10.94,1016,25.09,1297,32.02,467,11.53,320,7.9,268,6.62,209,5.16,354,8.74,120,2.96,0.6,4,0.2,0.7,-0.2,149726.21,35.77,72,1.72,4113,98.26,4186,4889,51.85,2300704.44,549.62,405218012.47,405300989.47,96824.79,235099055.96,314260275,73942.4,4186,87.6,53.5,12.4,483,11.54,574,13.71,746,17.82,860,20.54,57.3,4541,48.15,481,5.9,734,9.01,4318,52.98,5052,61.98,3099,38.02,203,2.49,1829,22.44,586,7.19,3760378.92,898.32,15862662.23,3789.46,749086.24,178.95,432,10.32,0,0,0,0,15,0.36,438,10.46,224,5.35,2618,62.54,0,0,2768,66.13,1418,33.87,4186,9537,0,0,69,0.73,43,0.46,47,0.5,0,0,0,0,1,0.01,169,1.79,12,0.13,358,3.8,0,0,1.3,-0.4,2.5,-0.5,3,-0.3,14,1,7.14285714285714,68691064,62705.3517857594
537,A2B,305,14.72,599,28.91,653,31.52,223,10.76,211,10.18,81,3.91,151,7.29,84,4.05,69,3.33,0.7,3.6,0.1,0.5,-0.1,60502.35,28.23,1,0.05,2143,100,2143,2394,51.03,838377.29,391.22,153040331.75,152955137.38,71373.82,90378052.51,123414581.09,55617.64,2143,82.7,50.1,17.3,259,12.09,298,13.91,287,13.39,421,19.65,59.2,2297,48.97,210,5.16,365,8.96,2030,49.84,2395,58.8,1678,41.2,85,2.09,941,23.1,442,10.85,1497538.37,698.8,6192291.46,2889.54,303162.17,141.47,88,4.11,0,0,0,0,0,0,115,5.37,156,7.28,1480,69.06,0,0,1463,68.27,680,31.73,2143,4844,0,0,0,0,0,0,25,0.53,0,0,0,0,0,0,0,0,11,0.23,46,0.98,0,0,1.6,-0.4,2.6,-0.2,3.2,-0.3,10,0,0,71677632,38249.2880834493
1596,A2H,1799,16.53,2918,26.81,3567,32.77,1240,11.39,1252,11.5,440,4.04,566,5.2,516,4.74,384,3.53,0.8,3.9,0.9,0.8,0,464476.09,40.61,238,2.08,11200,97.92,11438,12834,51.33,5396703.72,471.82,1025453326.31,1024574476.99,89574.86,587000300.67,796958146.72,71773.59,11438,88,54.3,12,1583,13.84,1547,13.53,1831,16.01,2182,19.08,56.4,12168,48.67,1303,5.94,2129,9.7,10497,47.84,12626,57.54,9318,42.46,466,2.12,5792,26.39,1757,8.01,10177599.24,889.81,39352623.91,3440.52,2279747.02,199.31,1102,9.63,0,0,13,0.11,66,0.58,367,3.21,459,4.01,7465,65.26,0,0,7649,66.87,3789,33.13,11438,25819,68,0.27,131,0.52,49,0.2,143,0.57,0,0,0,0,37,0.15,166,0.66,60,0.24,654,2.62,0,0,1.7,0.1,2.8,0,3.2,-0.2,59,7,11.864406779661,3977361934,457399.702048998
555,A2N,56,1.44,1297,33.38,1178,30.31,463,11.91,340,8.75,166,4.27,172,4.43,171,4.4,99,2.55,0.6,3.2,-0.1,-0.1,-0.3,73857.34,17.96,72,1.75,4041,98.25,4113,4291,51.96,1695579.79,412.25,315606964.13,315615225.23,76737.85,189495128.48,254234625.06,55371.06,4113,84.6,45.7,15.4,343,8.34,444,10.8,639,15.54,952,23.15,60.1,3968,48.05,519,7.13,563,7.74,3263,44.84,3826,52.58,3451,47.42,188,2.58,2101,28.87,643,8.84,2789791.94,678.29,9463139.91,2300.79,750837.62,182.55,330,8.02,120,2.92,44,1.07,9,0.22,522,12.69,443,10.77,2587,62.9,0,0,2324,56.5,1789,43.5,4113,8474,36,0.44,66,0.8,0,0,49,0.59,0,0,0,0,0,0,83,1.01,0,0,233,2.82,0,0,0.7,-0.8,2.1,-0.7,2.8,-1,23,1,4.34782608695652,126929140,77867.4889078243
881,A2V,15,0.39,242,6.29,2920,75.86,114,2.96,95,2.47,36,0.94,145,3.77,271,7.04,27,0.7,1,3.5,1.4,0.4,0.4,162876.05,40.37,49,1.21,3986,98.79,4035,4812,48.43,2924130.76,724.69,620431204.61,619735776.02,153591.72,343745536.27,451742334.01,148230.37,4035,93.4,69.6,6.6,784,19.43,935,23.17,815,20.2,625,15.49,46.5,5125,51.58,341,4.16,1372,16.73,4038,49.23,5409,65.94,2794,34.06,209,2.55,1933,23.56,311,3.79,5399967.59,1338.28,26333665.86,6526.31,1113906.36,276.06,403,9.99,102,2.53,310,7.68,8,0.2,569,14.1,604,14.97,2024,50.16,0,0,3148,78.02,887,21.98,4035,9947,10,0.1,54,0.54,0,0,409,4.12,0,0,0,0,33,0.33,170,1.71,0,0,729,7.34,32,0.32,1.6,0.5,2.6,0.5,3.1,0.1,21,0,0,109009732,44978.3506174635
205,A5A,562,20.04,256,9.13,679,24.22,416,14.84,433,15.44,218,7.77,274,9.77,393,14.02,135,4.81,1.6,3.4,1.3,0.3,1.2,122358.17,41,58,1.94,2926,98.06,2984,3575,51.31,1650957.64,553.27,307798554.35,307797860.06,103148.84,180555773.79,239772428.77,76717.8,2984,86.6,59.8,13.4,344,11.53,447,14.98,588,19.71,545,18.26,53.7,3392,48.69,326,5.5,603,10.17,3032,51.13,3635,61.3,2295,38.7,139,2.34,1331,22.45,499,8.41,2641508.16,885.22,12400937.89,4155.81,532718.82,178.53,249,8.34,8,0.27,16,0.54,0,0,71,2.38,88,2.95,1879,62.97,0,0,1944,65.15,1040,34.85,2984,7238,31,0.44,19,0.27,0,0,58,0.83,0,0,0,0,13,0.19,54,0.78,0,0,190,2.73,0,0,1.3,0.5,2.5,0.4,2.9,-0.9,10,0,0,2126436416,567444.511059718
1099,A8A,76,2.89,443,16.83,889,33.78,326,12.39,211,8.02,143,5.43,238,9.04,254,9.65,128,4.86,0.2,3.7,0,0.5,-0.3,74426.28,25.58,56,1.92,2854,98.08,2910,3141,51.52,1371929.78,471.45,242909305.62,242660494.47,83391.88,141724288.04,190600614.5,64969.88,2910,85.9,47,14.1,373,12.82,286,9.83,493,16.94,609,20.93,59,2956,48.48,296,5.59,378,7.14,2887,54.53,3265,61.67,2030,38.35,109,2.06,1175,22.19,450,8.5,2244885.09,771.44,8066917.65,2772.14,567414.72,194.99,213,7.32,0,0,66,2.27,7,0.24,41,1.41,167,5.74,2335,80.24,0,0,2140,73.54,770,26.46,2910,6172,0,0,45,0.74,0,0,0,0,0,0,0,0,0,0,30,0.49,0,0,76,1.25,0,0,1.6,-1.2,2.7,-0.9,3.2,-0.4,23,0,0,12403963546,1432568.8300274
815,B0C,8,0.67,371,30.99,342,28.57,176,14.7,143,11.95,57,4.76,39,3.26,42,3.51,27,2.26,0.6,4.4,0.2,-0.5,-0.2,38253.45,30.73,12,0.96,1233,99.04,1245,1356,50.17,641454.68,515.22,112861323.81,112731679.1,90547.53,66481274.16,88418102.32,72383.52,1245,73,56.5,27,81,6.51,130,10.44,192,15.42,312,25.06,61.9,1347,49.83,116,4.9,310,13.09,1044,44.09,1355,57.22,1013,42.78,81,3.42,599,25.3,217,9.16,1244439.72,999.55,3470066.65,2787.2,205793.5,165.3,7,0.56,0,0,134,10.76,7,0.56,0,0,8,0.64,1080,86.75,0,0,1142,91.73,103,8.27,1245,2729,0,0,6,0.22,0,0,0,0,0,0,0,0,0,0,20,0.74,4,0.15,30,1.11,0,0,1.7,-1.1,3,-0.8,3.2,-1,7,0,0,3495031202,464795.328641259
1237,B0E,162,1.43,3290,29.12,3188,28.21,1497,13.25,1333,11.8,562,4.97,530,4.69,432,3.82,469,4.15,0.8,3.8,0.9,-0.8,-0.4,319939.31,28.49,133,1.18,10483,93.34,11231,13102,50.49,5010060.65,446.09,966674544.23,961070036.66,85574.58,570625008.9,761564214.32,67977.05,11231,82.9,50.7,17.1,1004,8.94,1159,10.32,1523,13.56,2340,20.84,62.8,12849,49.51,1142,5.05,1822,8.06,10924,48.34,12746,56.4,9854,43.6,634,2.81,6078,26.89,2000,8.85,9904184.08,881.86,26424159.79,2352.79,1634292.35,145.52,605,5.39,0,0,677,6.03,28,0.25,16,0.14,164,1.46,9566,85.17,614,5.47,8816,78.5,1800,16.03,11231,26461,62,0.24,123,0.47,54,0.21,99,0.38,0,0,0,0,0,0,49,0.19,8,0.03,395,1.52,0,0,1.3,-0.1,2.6,-0.3,3.1,-0.6,43,2,4.65116279069767,12733232668,1998292.57957643
1282,B0H,11,0.24,1192,26.45,1350,29.95,648,14.38,511,11.34,220,4.88,236,5.24,154,3.42,196,4.35,0.7,4.1,0.2,-0.8,-0.5,104531.92,22.8,30,0.65,4432,96.68,4584,5019,49.39,2227778.19,485.99,390057571.28,391090994.79,85317.29,227392248.64,306103606.88,64356.21,4584,84.8,49.4,15.2,383,8.36,521,11.37,603,13.15,989,21.58,62.7,5141,50.6,485,5.53,795,9.06,4349,49.56,5143,58.6,3633,41.4,273,3.11,2119,24.15,756,8.61,4425197.4,965.36,13421940.97,2928,547262.92,119.39,131,2.86,0,0,451,9.84,9,0.2,8,0.17,25,0.55,3949,86.15,122,2.66,3985,86.93,477,10.41,4584,10223,0,0,274,2.7,0,0,7,0.07,1,0.01,0,0,29,0.29,44,0.43,0,0,354,3.48,0,0,1.5,-0.8,2.7,-0.8,3.1,-0.6,11,0,0,5533363862,1041015.58603137
709,B0J,213,1.2,5780,32.65,4415,24.94,2408,13.6,1991,11.25,893,5.04,867,4.9,713,4.03,634,3.58,0.7,4.1,0.5,-0.8,-0.6,951087.92,54.39,241,1.38,17186,98.28,17487,19685,50.47,10160474.99,581.03,1679512678.35,1676575147.03,95875.82,937524545.73,1293550114.81,73801.56,17487,89.5,51.9,10.5,1481,8.47,2087,11.93,2510,14.35,3771,21.56,61.8,19317,49.53,2396,6.95,3539,10.26,17566,50.92,21105,61.18,13393,38.82,1123,3.26,6806,19.73,3069,8.9,23853540.77,1364.07,69418059.15,3969.7,2421842.03,138.49,669,3.83,0,0,602,3.44,47,0.27,214,1.22,250,1.43,15486,88.56,60,0.34,14814,84.71,2613,14.94,17487,39560,103,0.26,165,0.42,72,0.18,76,0.19,26,0.07,11,0.03,48,0.12,272,0.7,3,0.01,833,2.14,13,0.03,1.3,0.9,2.6,0.7,3.1,0.5,88,1,1.13636363636364,11032382192,2600256.63090194
550,B0K,274,1.72,5510,34.52,4326,27.1,2088,13.08,1619,10.14,657,4.12,671,4.2,690,4.32,400,2.51,0.5,4,0.1,-0.7,-0.6,372247.5,23.4,213,1.34,15547,97.75,15905,18111,50.41,8415208.14,529.09,1411352310.66,1411101821.05,88720.82,822415867.9,1111073864.16,69857.77,15905,88.2,49.5,11.8,1470,9.24,1759,11.06,2580,16.22,3279,20.62,61,17815,49.59,2093,6.7,2864,9.16,15046,48.15,17910,57.31,13341,42.69,1090,3.49,7433,23.78,2725,8.72,16676612.38,1048.51,49982519.85,3142.57,2063372.49,129.73,831,5.22,0,0,978,6.15,17,0.11,480,3.02,413,2.6,12903,81.13,145,0.91,12709,79.91,3051,19.18,15905,36498,83,0.23,299,0.83,66,0.18,121,0.34,21,0.06,34,0.09,78,0.22,88,0.24,7,0.02,850,2.37,9,0.03,1.4,-0.2,2.7,-0.2,3,-0.3,49,1,2.04081632653061,7122218038,1350012.68408135
203,B0L,5,0.44,552,48.38,263,23.05,144,12.62,90,7.89,32,2.8,31,2.72,16,1.4,14,1.23,-0.1,4.4,-0.6,-0.4,-1.2,26351.8,24.18,14,1.28,1076,98.72,1090,1277,50.78,507826.11,465.9,82646381.26,81742871.5,74992.51,49505205.41,66927360.27,64057.42,1090,88.7,44.5,11.3,83,7.61,115,10.55,163,14.95,216,19.82,63,1238,49.22,144,6.48,212,9.55,1070,48.18,1282,57.72,939,42.28,92,4.14,475,21.39,229,10.31,926781.86,850.26,2930985.87,2688.98,124971.79,114.65,38,3.49,0,0,40,3.67,0,0,0,0,18,1.65,988,90.64,0,0,969,88.9,121,11.1,1090,2518,0,0,11,0.44,3,0.12,2,0.08,0,0,0,0,0,0,2,0.08,5,0.2,25,0.99,0,0,1.5,0,2.8,-0.1,3.3,-0.5,8,1,12.5,450225126,178289.182812539
1254,B0M,122,1.59,3088,40.37,1960,25.62,883,11.54,810,10.59,276,3.61,261,3.41,185,2.42,186,2.43,1.3,4.2,1,-0.6,0.3,177975.32,22.83,116,1.49,7681,98.51,7797,8618,49.75,3699998.33,474.54,619545736.38,619964790.42,79513.11,362090896.55,492472591.84,62726.46,7797,88.6,49.3,11.4,792,10.16,908,11.65,1283,16.46,1625,20.84,60,8703,50.25,1034,6.85,1569,10.39,7080,46.87,8650,57.27,6456,42.74,640,4.24,3474,23,1308,8.66,7191810.46,922.38,22608855.11,2899.69,952962.5,122.22,439,5.63,0,0,296,3.8,8,0.1,97,1.24,111,1.42,6719,86.17,0,0,6440,82.6,1357,17.4,7797,17920,42,0.24,168,0.97,14,0.08,9,0.05,0,0,0,0,0,0,10,0.06,20,0.12,269,1.55,0,0,1.5,0.1,2.9,0,3.1,-0.2,39,1,2.56410256410256,8430334822,875334.188306827
510,B0N,238,1.37,4597,26.45,4903,28.21,2603,14.97,2008,11.55,791,4.55,894,5.14,721,4.15,866,4.98,1.4,4,1.2,-0.6,0.6,611377.77,34.05,204,1.14,17652,98.31,17956,20984,50.32,9818857.23,546.83,1692529992.12,1689196187.44,94074.08,952971083.15,1316117400.05,77778.21,17956,92.1,56.9,7.9,1858,10.35,2421,13.48,3105,17.29,3919,21.83,58.4,20713,49.68,2367,6.68,4144,11.7,16824,47.49,20968,59.18,14462,40.82,1243,3.51,8130,22.95,2721,7.68,20962390.04,1167.43,77642078.24,4324.02,2711221.1,150.99,1062,5.91,0,0,1384,7.71,35,0.19,118,0.66,352,1.96,14756,82.18,100,0.56,14828,82.58,3028,16.86,17956,42107,42,0.1,680,1.63,52,0.12,50,0.12,0,0,29,0.07,79,0.19,233,0.56,22,0.05,1295,3.11,0,0,1.5,-0.1,2.8,-0.1,3.2,0,82,4,4.8780487804878,10102066260,1004175.09750167
1574,B0P,239,1.39,4596,26.78,4308,25.1,2607,15.19,2531,14.75,829,4.83,846,4.93,757,4.41,688,4.01,1.4,4.2,1.1,-0.6,0.3,523985.29,29.64,189,1.07,17450,98.7,17680,20949,50.16,9104216.6,514.94,1554543293.91,1551657990.92,87763.4,853904188.64,1206496649.08,74005.95,17680,92.5,58,7.5,2102,11.89,2540,14.37,2659,15.04,3668,20.75,58.3,20817,49.84,2381,6.69,3914,11,17688,49.7,21603,60.7,13985,39.3,1182,3.32,7983,22.43,2440,6.86,20727521.37,1172.37,70120751.73,3966.11,2571689.57,145.46,782,4.42,4,0.02,562,3.18,37,0.21,367,2.08,1154,6.53,14533,82.2,41,0.23,13449,76.07,4190,23.7,17680,42509,18,0.04,424,1.02,64,0.15,157,0.38,35,0.08,42,0.1,16,0.04,200,0.48,38,0.09,1057,2.53,0,0,1.5,0,2.8,0,3.2,0.1,85,3,3.52941176470588,3710810740,716501.117457398
142,B0R,11,0.34,1277,39.11,865,26.49,410,12.56,312,9.56,134,4.1,119,3.64,61,1.87,87,2.66,1.2,4.2,0.6,-0.5,0.4,135433.98,40.3,28,0.83,3333,99.17,3361,3567,48.97,1631615.83,485.46,279773551.39,278889585.18,82977.99,159212796.84,219211483.15,66484.11,3361,89.7,51.6,10.3,256,7.62,368,10.95,528,15.71,709,21.09,62,3717,51.03,456,7.08,643,9.99,3379,52.48,4022,62.46,2418,37.55,221,3.43,1239,19.24,502,7.8,3772119.69,1122.32,10649058.26,3168.42,381703.67,113.57,48,1.43,0,0,86,2.56,6,0.18,10,0.3,22,0.65,3178,94.56,0,0,2968,88.31,393,11.69,3361,7315,0,0,39,0.54,3,0.04,19,0.26,2,0.03,6,0.08,7,0.1,16,0.22,6,0.08,105,1.44,0,0,1.6,0,3,0.2,3.2,0.2,9,1,11.1111111111111,2304883854,578561.189302554
